Nr.;EAN;Beschreibung;Beschreibung 2;Hersteller Kurzbeschreibung;Lagerbestand;cena
15222301;#N/D;REIFEN 18.4 - 26;12 PR, 146 A8, TT, FARMPRO 324;ALLIANCE;12,00;1 541,98
15222310;8903635001966;REIFEN 18.4 / 15 - 26;12 PR, 146 A8, TL, GOLF, 329;ALLIANCE;2,00;1 873,05
15222330;7291050044677;REIFEN 18.4 / 15 - 26;10 PR, 148 A2 / 141 A8, TL, AS, FORESTRY 356;ALLIANCE;2,00;3 280,46
15222332;7291050042918;REIFEN 18.4 - 26;14 PR, 159 A2 / 148 A6, TT, FORESTAR 345, LS-2;ALLIANCE;2,00;4 357,67
15222360;8903635000891;REIFEN 23.1 / 18 - 26;12 PR, 153 A8, TL, GOLF 329;ALLIANCE;2,00;2 204,38
15222371;8903635000983;REIFEN 23.1 / 18 - 26;14 PR, 156 A8, TT, AS, 347;ALLIANCE;8,00;2 519,40
15222372;8903635000990;REIFEN 23.1 / 18 - 26;16 PR, 159 A8, TT, AS, 347;ALLIANCE;18,00;2 488,37
15222373;7291050015264;REIFEN 23.1 - 26;16 PR, 172 A2 / 160 A6, TL, FORESTAR 345, LS-2;ALLIANCE;6,00;6 401,77
15222387;#N/D;REIFEN 28 L - 26;26 PR, 184 A2 / 173 A6, TL, FORESTAR 345, LS 2;ALLIANCE;2,00;10 059,53
15222388;7291050058131;REIFEN 28 L - 26;20 PR, 177 A2 / 165 A6, TL, FORESTAR 345, LS 2;ALLIANCE;2,00;7 928,46
15222391;#N/D;REIFEN 28 L - 26;16 PR, 173 A8, TL, GOLF 330;ALLIANCE;17,00;3 363,51
15222435;8903635013778;REIFEN 12.4 - 28;8 PR, 123 A8, TT, FARMPRO 324;ALLIANCE;1,00;579,09
15222458;8903635014768;REIFEN 13.6 - 28;8 PR, 125 A8, TT, FARMPRO 324;ALLIANCE;13,00;696,58
15222481;8903635014751;REIFEN 14.9 - 28;8 PR, 130 A8, TT, FARMPRO 324;ALLIANCE;35,00;784,89
15222485;8903536001829;REIFEN 14.9 / 13 - 28;12 PR, TT, 302;ALLIANCE;4,00;1 448,16
15222487;#N/D;REIFEN 480 / 65 - 28;149 A2 / 142 A8, TL, FORESTRY 360;ALLIANCE;6,00;3 524,63
15222490;8903635000846;REIFEN 16.5 / 85 - 28;12 PR, 163 A6 / 159 A8, TT, AS, 324 HEAVY DUTY;ALLIANCE;;,00
15222531;8903635014775;REIFEN 16.9 - 28;8 PR, 135 A8, TT, FARMPRO 324;ALLIANCE;29,00;998,26
15222555;8903635002116;REIFEN 18.4 / 15 - 28;12 PR, TL, 533;ALLIANCE;8,00;2 013,91
15222557;7291050045773;REIFEN 540 / 65 - 28;16 PR, 162 A2 / 155 A8, TL, FORESTRY 360;ALLIANCE;6,00;3 684,94
15222558;7291050065221;REIFEN 600 / 65 - 28;161 A2 / 154 A8, TL, FORESTRY 360;ALLIANCE;2,00;4 832,37
15222574;8903635014805;REIFEN 16.9 - 30;8 PR, 137 A8, TT, FARMPRO 324;ALLIANCE;20,00;1 039,59
15222577;8903635004240;REIFEN 16.9 / 14 - 30;14 PR, 148 A8, TT, AS, 324;ALLIANCE;1,00;1 172,04
15222578;7291050044943;REIFEN 16.9 - 30;14 PR, 151 A2 / 144 A8, TL, AS, FORESTRY 356;ALLIANCE;2,00;3 457,38
15222591;8903635014829;REIFEN 18.4 - 30;8 PR, 139 A8, TT, FARMPRO 324;ALLIANCE;11,00;1 172,31
15222593;7291050057875;REIFEN 18.4 - 30;14 PR, 149 A6, TL, FORESTAR 345, LS-2;ALLIANCE;4,00;4 937,79
15222595;7291050065276;REIFEN 540 / 65 - 30;157 A2 / 150 A8, TL, FORESTRY 360;ALLIANCE;12,00;4 745,65
15222600;7291050065238;REIFEN 540 / 70 - 30;159 A2 / 152 A8, TL, FORESTRY 360;ALLIANCE;6,00;5 301,48
15222692;8903635000747;REIFEN 12.4 / 11 - 32;8 PR, 125 A8, TT, AS, 324;ALLIANCE;9,00;751,75
15222708;8903635014812;REIFEN 16.9 - 34;8 PR, 139 A8, TT, FARMPRO 324;ALLIANCE;13,00;1 163,38
15222710;8903635004172;REIFEN 16.9 / 14 - 34;14 PR, 149 A8, TT, AS, 324;ALLIANCE;;,00
15222730;8903635000785;REIFEN 18.4 / 15 - 34;14 PR, 153 A8, TT, AS 324;ALLIANCE;5,00;1 647,04
15222733;8903635014836;REIFEN 18.4 - 34;8 PR, 142 A8, TT, FARMPRO 324;ALLIANCE;17,00;1 506,11
15222745;7291050015417;REIFEN 600 / 65 - 34;14 PR, 164 A2 / 157 A8, TL, FORESTAR 346,  LS-2;ALLIANCE;3,00;6 234,17
15222757;7291050061667;REIFEN 700 / 70 - 34;20 PR, 180 A2 / 173 A8, TL, FORESTAR 346;ALLIANCE;6,00;9 646,98
15222784;#N/D;REIFEN 15.5 - 38;8 PR, 133 A8, TT, FARMPRO 324;ALLIANCE;8,00;1 169,44
15222802;8903635014799;REIFEN 16.9 - 38;8 PR, 141 A8, TT, FARMPRO 324;ALLIANCE;11,00;1 331,80
15222804;8903635014843;REIFEN 18.4 - 38;8 PR, 143 A8, TT, FARMPRO 324;ALLIANCE;7,00;1 590,49
15222813;7291050065191;REIFEN 600 / 65 - 38;166 A2 / 159 A8, TL, FORESTRY 360;ALLIANCE;5,00;6 512,25
15222816;7291050055321;REIFEN 20.8 - 38;14 PR, 166 A2 / 159 A8, TL, FORESTRY 385;ALLIANCE;4,00;5 562,80
15222819;7291050060080;REIFEN 650 / 65 - 38;16 PR, 179 A2 / 171 A8, TL, FORESTAR 342;ALLIANCE;6,00;6 611,79
15223060;7291050046251;REIFEN 420 / 70 - 24;14 PR, 145 A2 / 138 A8, TL, F-370 AGRO-FOREST;ALLIANCE;1,00;2 735,99
15223090;7291050046305;REIFEN 420 / 70 - 28;14 PR, 147 A2 / 140 A8, TL, F-370  AGRO-FOREST;ALLIANCE;2,00;3 034,96
15223100;7291050046312;REIFEN 480 / 70 - 28;14 PR, 152 A2 / 145 A8, TL, F-370  AGRO-FOREST;ALLIANCE;2,00;3 618,64
15223170;7291050046336;REIFEN 520 / 70 - 34;161 A2 / 154 A8, TL, F-370 AGRO-FOREST;ALLIANCE;4,00;5 818,43
15223200;7291050046350;REIFEN 520 / 70 - 38;162 A2 / 155 A8, TL, F-370  AGRO-FOREST;ALLIANCE;18,00;5 859,26
15223305;8903635010678;REIFEN 380 / 85 - 24;14 PR, 137 A8 / 134 B, TL, AGRO-FORESTRY 333;ALLIANCE;1,00;1 790,06
15223330;8903635011958;REIFEN 420 / 85 - 28;14 PR, 144 A8 / 141 B, TL, AGRO-FORESTRY 333;ALLIANCE;7,00;2 343,49
15223333;8903635012115;REIFEN 420 / 85 - 30;14 PR, 145 A8 / 142 B, TL, AGRO-FORESTRY 333;ALLIANCE;4,00;2 852,81
15223334;8903635010685;REIFEN 460 / 85 - 30;14 PR, 150 A8, TL, AGRO FORESTRY 333;ALLIANCE;4,00;3 216,30
15223340;#N/D;REIFEN 460 / 85 - 34;14 PR, 152 A8 / 149 B, TL, AGRO-FORESTRY 333;ALLIANCE;4,00;3 508,64
15223347;8903635012221;REIFEN 420 / 85 - 38;14 PR, 149 A8 / 146 B, TL, AGRO-FORESTRY 333;ALLIANCE;2,00;3 280,22
15223350;8903635010128;REIFEN 460 / 85 - 38;14 PR, 154 A8 / 151 B, TL, AGRO-FORESTRY 333;ALLIANCE;6,00;3 789,27
15223360;8903635011590;REIFEN 520 / 85 - 38;14 PR, 160 A8 / 157 B, TL, AGRO-FORESTRY 333;ALLIANCE;;,00
15223370;8903635014126;REIFEN 520 / 85 - 42;162 A8 / 159 B, TL, AGRO-FORESTRY 333;ALLIANCE;4,00;4 992,88
15224239;#N/D;REIFEN 650 / 75 R 32;172 A8 /  172 B, TL, AS 360;ALLIANCE;2,00;4 691,36
15225001;8903635013723;REIFEN 320 / 65 R 16;107 A8 / 107 B, TL, AS 370;ALLIANCE;2,00;686,85
15225003;8903635009221;REIFEN 260 / 70 R 16;109 A8 / 106 B, TL, AS 370;ALLIANCE;17,00;477,91
15225106;8903635017103;REIFEN 480 / 65 R 28;145 A8 / 142 D,TL, AGRISTAR 365;ALLIANCE;5,00;2 197,53
15225125;7291050064002;REIFEN IF 600 / 70 R 28 CFO;164 D, TL, AGRIFLEX 372;ALLIANCE;2,00;5 590,33
15225145;7291050021340;REIFEN 600 / 70 R 30;152 A8 /152 B,TL, AS 370;ALLIANCE;8,00;4 705,94
15225239;7291050062718;REIFEN 650 / 75 R 38;169 D, TL, AGRISTAR 378 XL;ALLIANCE;4,00;8 077,36
15225261;0;REIFEN 710 / 70 R 42;182 A2 / 173 A8, TL, FORESTRY 365;ALLIANCE;3,00;12 271,56
15225262;7291050064415;REIFEN 710 / 70 R 42;176 A8 / 173 D, TL, AGRISTAR 365;ALLIANCE;2,00;8 417,83
15225267;7291050062404;REIFEN 710 / 75 R 42;178 A8 / 175 D, TL, AGRISTAR 378 XL;ALLIANCE;6,00;11 211,86
15225286;7291050056496;REIFEN 620 / 75 R 34;170 A8 / 170 B, TL, AGRISTAR 375;ALLIANCE;1,00;7 404,21
15225290;7291050056502;REIFEN 710 / 75 R 34;178 A8 / 178 B, TL, AGRISTAR 375;ALLIANCE;3,00;9 909,19
15226012;8903635013198;REIFEN 460 / 70 R 24;159 A8 / 159 B, TL, 570;ALLIANCE;;,00
15226050;7291050043694;REIFEN 9.5 R 28;109 A8 / 106 B , TL, AS 350;ALLIANCE;14,00;1 009,19
15226070;#N/D;REIFEN 210 / 95 R 32;119 A8 / 116 D , TL, AS 350;ALLIANCE;18,00;748,47
15226100;8903635015093;REIFEN 230 / 95 R 32;131 A8 / 128 D, TL, AS 350;ALLIANCE;20,00;871,53
15226125;8903635011873;REIFEN 270 / 95 R 32;135 A8 / 132 D , TL, AS 350;ALLIANCE;7,00;970,51
15226150;8903635015062;REIFEN 230 / 95 R 36;133 A8 / 130 D , TL, AS 350;ALLIANCE;;,00
15226165;8903635011880;REIFEN 270 / 95 R 36;139 A8 / 136 D , TL, AS 350;ALLIANCE;4,00;1 274,93
15226185;8903635011897;REIFEN 270 / 95 R 38;140 A8 / 137 D, TL, AS 350;ALLIANCE;;,00
15226200;7291050015967;REIFEN 11.2 R 42;142 A8 / 139 D, TL, AS 350;ALLIANCE;14,00;1 800,98
15226245;7291050016025;REIFEN 8.3 R 44;129 A8 / 126 D , TL, AS 350;ALLIANCE;4,00;1 504,94
15226255;8903635011903;REIFEN 230 / 95 R 44;137 A8 / 134 D, TL, AS 350;ALLIANCE;6,00;1 199,95
15226280;8903635015109;REIFEN 270 / 95 R 46;144 A8 / 141 D, TL, AS 350;ALLIANCE;4,00;1 418,35
15226300;7291050016346;REIFEN 320 / 90 R 46;151 A8 / 148 D, TL, AS 350;ALLIANCE;51,00;1 728,40
15226306;#N/D;REIFEN 300 / 95 R 46;151 A8 / 148 D, TL, AS 350;ALLIANCE;14,00;1 832,88
15226322;7291050043724;REIFEN 380 / 90 R 46;175 A8 / 172 D , TL, AS 350;ALLIANCE;7,00;4 168,58
15226327;7291050068499;REIFEN VF 380 / 90 R 46;173 D, TL, AGRIFLEX 354+;ALLIANCE;1,00;4 340,10
15226335;8903635011729;REIFEN 9.5 R 48;139 A8 / 136 D , TL, AS 350;ALLIANCE;26,00;1 234,31
15226365;8903635011736;REIFEN 11.2 R 48;145 A8 / 142 D, TL, AS 350;ALLIANCE;18,00;1 372,86
15226395;8903635011927;REIFEN 13.6 R 48;154 A8 / 151 D, TL, AS 350;ALLIANCE;16,00;2 214,95
15226669;8903635014409;REIFEN 270 / 95 R 44;145 A8 / 142 D , TL, AS 350;ALLIANCE;18,00;1 451,75
15226680;#N/D;REIFEN 300 / 95 R 52;151 A8 / 148 D , TL, AS 350;ALLIANCE;8,00;2 923,28
15226682;7291050071635;REIFEN VF 480 / 95 R 50;176 D, TL, AGRIFLEX 354+;ALLIANCE;2,00;6 941,28
15226685;#N/D;REIFEN 300 / 95 R 52;159 A8 / 156 D , TL, AS 350;ALLIANCE;10,00;3 631,89
15226701;7291050050272;REIFEN 270 / 95 R 54;159 A8 / 156 D, TL, AS 350;ALLIANCE;2,00;2 926,36
15226731;7291050053167;REIFEN 440 / 65 R 24;131 A8 / 128 D, TL, AGRISTAR 365;ALLIANCE;26,00;1 325,20
15226732;8903635014515;REIFEN 480 / 65 R 24;140 D, TL, AGRISTAR 365;ALLIANCE;5,00;1 651,78
15226733;8903635014416;REIFEN 540 / 65 R 24;146 D, TL, AGRISTAR 365;ALLIANCE;17,00;1 960,46
15226744;8903635010722;REIFEN 620 / 75 R 26;167 A8 / 164 B, TL, AS 360;ALLIANCE;10,00;3 843,60
15226749;7291050057776;REIFEN 600 / 60 R 28;167 A2 / 159 A8, TL, FORESTAR 342;ALLIANCE;2,00;5 604,15
15226753;8903635017110;REIFEN 600 / 65 R 28;157 A8 / 154 D, TL, AGRISTAR 365;ALLIANCE;1,00;3 017,28
15226767;8903635010333;REIFEN 800 / 65 R 32;181 A8 / 178 B , TL, AS 360;ALLIANCE;40,00;7 441,98
15226771;8903635015352;REIFEN 540 / 65 R 30;153 A8 / 150 D, TL, AGRISTAR 365;ALLIANCE;;,00
15226774;7291050046411;REIFEN 1000 / 50 R 25;172 A8 / 166 D, TL, AGRISTAR 375;ALLIANCE;2,00;15 412,75
15226786;8903635016212;REIFEN 540 / 65 R 34;155 A8 / 152 D, TL, AGRISTAR 365;ALLIANCE;8,00;2 690,96
15226788;8903635017417;REIFEN 600 / 65 R 38;162 A8 / 159 D, TL, AGRISTAR 365;ALLIANCE;3,00;3 798,36
15226793;7291050053143;REIFEN 600 / 65 R 38;155 A8 / 153 D, TL, AGRISTAR 365;ALLIANCE;3,00;3 800,52
15226796;7291050057806;REIFEN 650 / 65 R 38;178 A2 / 171 A8, TL, FORESTAR 342;ALLIANCE;3,00;8 633,00
15226799;8903635011965;REIFEN 540 / 65 R 38;153 D, TL, AGRISTAR 365;ALLIANCE;21,00;2 825,63
15226809;7291050065573;REIFEN 710 / 70 R 38;175 A2 / 168 A8, TL, FORESTRY 360;ALLIANCE;10,00;10 058,42
15226811;8903635017127;REIFEN 600 / 65 R 34;160 A8 / 157 D, TL, AGRISTAR 365;ALLIANCE;6,00;3 557,53
15226812;8903635017158;REIFEN 650 / 65 R 38;174 A8 / 171 D, TL, AGRISTAR 365;ALLIANCE;20,00;4 149,25
15226818;#N/D;REIFEN 650 / 65 R 42;172 A2 / 165 A8, TL, FORESTRY 360;ALLIANCE;6,00;10 345,90
15226827;8903635016205;REIFEN 650 / 65 R 42;173 A8 / 170 D, TL, AGRISTAR 365;ALLIANCE;22,00;5 606,33
15226828;7291050045865;REIFEN 620 / 70 R 42;166 A8 / 163 B, TL, AS 360;ALLIANCE;12,00;5 994,64
15226829;7291050053068;REIFEN 650 / 65 R 42;161 A8 / 158 D, TL, AGRISTAR 365;ALLIANCE;15,00;4 806,94
15227070;7291050017602;REIFEN 14.9 R 26;127 A8 / 124 B, TL, AS 356 POWER DRIVE;ALLIANCE;3,00;2 222,90
15227090;7291050017534;REIFEN 18.4 R 26;140 A8 / 137 B, TL, AS 356 POWER DRIVE;ALLIANCE;2,00;3 154,90
15227191;7291050018364;REIFEN 18.4 R 30;155 A8 / 152 B, TL, AS 356;ALLIANCE;6,00;3 004,70
15227412;7291050057721;REIFEN 420 / 80 R 46;162 A8 / 159 D, TL, 385;ALLIANCE;4,00;4 825,36
15227430;7291050046442;REIFEN 520 / 85 R 46;173 A8 / 169 D, TL, AGRISTAR 375;ALLIANCE;8,00;6 532,16
15227520;#N/D;REIFEN 280 / 85 R 20;112 A8 / 112 B, TL, FARMPRO;ALLIANCE;;,00
15227525;#N/D;REIFEN 320 / 85 R 20;119 A8 / 119 B, TL, FARMPRO;ALLIANCE;;,00
15227621;8903635010517;REIFEN 380 / 85 R 28;133 A8 / 133 B, TL, FARMPRO;ALLIANCE;;,00
15227680;8903635013167;REIFEN 380 / 85 R 34;137 A8 / 137 B, TL, FARMPRO;ALLIANCE;1,00;1 353,27
15227702;8903635013600;REIFEN 460 / 85 R 34;157 A8 / 157 B, TL, FARMPRO;ALLIANCE;1,00;2 224,48
15227717;8903635013532;REIFEN 320 / 85 R 38;143 A8 / 143 B, TL, FARMPRO;ALLIANCE;1,00;1 255,98
15227785;8903635011828;REIFEN 520 / 85 R 38;169 A8 / 169 B, TL, FARMPRO;ALLIANCE;11,00;3 271,30
15227787;8903635013983;REIFEN 480 / 80 R 42;169 A8 / 169 B, TL, FARMPRO;ALLIANCE;;,00
15227793;8903635010616;REIFEN 520 / 85 R 42;157 A8 / 157 B, TL, FARMPRO;ALLIANCE;4,00;3 048,58
15227795;8903635013990;REIFEN 520 / 85 R 42;169 A8 / 169 B, TL, FARMPRO;ALLIANCE;;,00
15227798;8903635013679;REIFEN 520 / 85 R 46;158 A8 / 158 B, TL, FARMPRO;ALLIANCE;1,00;3 615,54
15227799;#N/D;REIFEN 380 / 90 R 46;165 A8 / 165 B, TL, FARMPRO;ALLIANCE;8,00;2 610,14
15227834;8903635006626;REIFEN 360 / 70 R 28;125 A8 / 125 B, TL, FARMPRO;ALLIANCE;6,00;1 008,17
15227865;8903635013464;REIFEN 480 / 70 R 30;156 A8 / 156 B, TL, FARMPRO;ALLIANCE;1,00;2 135,36
15228551;#N/D;REIFEN 280 / 85 R 24;115 D, TL, AGRISTAR II;ALLIANCE;1,00;599,78
15228561;8903635028659;REIFEN 320 / 85 R 24;122 D, TL, AGRISTAR II;ALLIANCE;2,00;901,50
15228562;8903635028833;REIFEN 320 / 85 R 24;142 D, TL, AGRI STAR II;ALLIANCE;9,00;928,90
15228581;8903635028222;REIFEN 380 / 85 R 24;131 D, TL, AGRISTAR II;ALLIANCE;;,00
15228597;#N/D;REIFEN 280 / 85 R 28;118 D, TL, AGRISTAR II;ALLIANCE;;,00
15228611;8903635028710;REIFEN 340 / 85 R 28;127 D, TL, AGRISTAR II;ALLIANCE;;,00
15228631;8903635028505;REIFEN 420 / 85 R 28;139 D, TL, AGRISTAR II;ALLIANCE;;,00
15228651;8903635028574;REIFEN 420 / 85 R 30;140 D, TL, AGRISTAR II;ALLIANCE;;,00
15228661;#N/D;REIFEN 460 / 85 R 30;145 D, TL, AGRISTAR II;ALLIANCE;4,00;2 021,11
15228670;8903635028673;REIFEN 320 / 85 R 32;126 D, TL, AGRISTAR II;ALLIANCE;;,00
15228680;8903635028581;REIFEN 380 / 85 R 34;137 D, TL, AGRISTAR II;ALLIANCE;4,00;1 658,78
15228702;8903635028864;REIFEN 460 / 85 R 34;157 D, TL, AGRI STAR II;ALLIANCE;;,00
15228710;#N/D;REIFEN 320 / 85 R 36;128 D, TL, Agristar II;ALLIANCE;1,00;1 089,49
15228715;#N/D;REIFEN 340 / 85 R 36;132 D, TL, AGRI STAR II;ALLIANCE;1,00;1 435,83
15228717;8903635028697;REIFEN 320 / 85 R 38;143 D, TL, AGRI STAR II;ALLIANCE;4,00;1 280,42
15228720;#N/D;REIFEN 340 / 85 R 38;133 D, TL, AGRI STAR II;ALLIANCE;3,00;1 556,39
15228731;8903635028741;REIFEN 420 / 85 R 38;144 D, TL, AGRI STAR II;ALLIANCE;;,00
15228741;8903635028536;REIFEN 460 / 85 R 38;149 D, TL, AGRI STAR II;ALLIANCE;;,00
15228745;8903635028611;REIFEN 460 / 85 R 38;167 D, TL, AGRI STAR II;ALLIANCE;;,00
15228785;8903635028772;REIFEN 520 / 85 R 38;169 D, TL, AGRI STAR II;ALLIANCE;1,00;3 133,42
15228787;8903635028871;REIFEN 480 / 80 R 42;169 D, TL, AGRI STAR II;ALLIANCE;1,00;3 441,67
15228791;8903635028758;REIFEN 480 / 80 R 42;151 D, TL, AGRI STAR II;ALLIANCE;;,00
15228793;#N/D;REIFEN 520 / 85 R 42;157 D, TL, AGRI STAR II;ALLIANCE;12,00;3 780,83
15228795;8903635028796;REIFEN 520 / 85 R 42;169 D, TL, AGRI STAR II;ALLIANCE;7,00;3 529,48
15228796;8903635028499;REIFEN 480 / 80 R 46;158 D, TL, AGRI STAR II;ALLIANCE;13,00;3 892,22
15228798;8903635028802;REIFEN 520 / 85 R 46;158 D, TL, AGRI STAR II;ALLIANCE;8,00;4 473,17
15228805;#N/D;REIFEN 650 / 85 R 38;173 D, TL, AGRI STAR II;ALLIANCE;62,00;6 252,17
15228808;#N/D;REIFEN 280 / 70 R 18;114 D, TL, AGRI STAR II;ALLIANCE;31,00;573,67
15228812;8903635028390;REIFEN 280 / 70 R 20;116 D, TL,AGRI STAR II;ALLIANCE;7,00;529,01
15228814;8903635028291;REIFEN 300 / 70 R 20;120 D, TL, AGRI STAR II;ALLIANCE;14,00;613,11
15228815;8903635028406;REIFEN 380 / 70 R 20;122 D, TL, AGRI STAR II;ALLIANCE;;,00
15228816;8903635028192;REIFEN 320 / 70 R 20;123 D , TL, AGRI STAR II;ALLIANCE;1,00;674,60
15228820;8903635028253;REIFEN 320 / 70 R 24;116 D, TL, AGRI STAR II;ALLIANCE;10,00;741,26
15228825;#N/D;REIFEN 360 / 70 R 24;122 D, TL, AGRI STAR II;ALLIANCE;;,00
15228826;8903635028208;REIFEN 380 / 70 R 24;125 D, TL, AGRI STAR II;ALLIANCE;;,00
15228828;#N/D;REIFEN 420 / 70 R 24;130 D, TL, AGRI STAR II;ALLIANCE;;,00
15228830;#N/D;REIFEN 480 / 70 R 24;138 D, TL, AGRI STAR II;ALLIANCE;16,00;1 802,39
15228838;8903635028260;REIFEN 380 / 70 R 28;127 D, TL,AGRI STAR II;ALLIANCE;1,00;1 132,77
15228846;#N/D;REIFEN 480 / 70 R 28;140 D, TL, AGRI STAR II;ALLIANCE;;,00
15228847;8903635028420;REIFEN 480 / 70 R 28;151 D, TL, AGRI STAR II;ALLIANCE;39,00;2 164,00
15228850;#N/D;REIFEN 600 / 70 R 28;161 D, TL, AGRI STAR II;ALLIANCE;8,00;3 793,78
15228864;8903635028215;REIFEN 480 / 70 R 30;141 D, TL, AGRI STAR II;ALLIANCE;18,00;1 737,65
15228875;#N/D;REIFEN 600 / 70 R 30;152 D, TL, AGRI STAR II;ALLIANCE;24,00;3 589,67
15228879;8903635028314;REIFEN 480 / 70 R 34;143 D, TL, AGRI STAR II;ALLIANCE;;,00
15228881;8903635028239;REIFEN 520 / 70 R 34;148 D, TL, AGRI STAR II;ALLIANCE;1,00;2 356,20
15228890;#N/D;REIFEN 480 / 70 R 38;145 D, TL, AGRI STAR II;ALLIANCE;2,00;2 661,15
15228910;8903635028178;REIFEN 580 / 70 R 38;155 D, TL, AGRI STAR II;ALLIANCE;41,00;3 225,00
15228915;8903635028130;REIFEN 710 / 70 R 38;172 D, TL, AGRI STAR II;ALLIANCE;22,00;5 465,28
15228925;8903635028147;REIFEN 710 / 70 R 42;173 D, TL, AGRI STAR II;ALLIANCE;24,00;6 470,56
15231026;8903635013259;REIFEN 10.5 - 18;10 PR, TL, 126 G, U 1, 317;ALLIANCE;;,00
15231067;#N/D;REIFEN 12.0 - 18;12 PR, TL, 145 A6, 317;ALLIANCE;;,00
15231071;8903635013211;REIFEN 12.5 - 18;12 PR, TL, 131 G, U 1, 317;ALLIANCE;3,00;762,89
15231153;8903635013297;REIFEN 12.5 - 20;10 PR, TL, 129 G, U 1, 317;ALLIANCE;24,00;772,37
15231161;8903635013303;REIFEN 12.5 - 20;12 PR, TL, 132 G, U 1, 317;ALLIANCE;;,00
15231182;8903635013235;REIFEN 14.5 - 20;14 PR, TL, 139 G, U 1, 317;ALLIANCE;59,00;1 253,09
15231505;#N/D;REIFEN 400 / 80 - 24;162 A8, TL, TOUGH TRAC 325;ALLIANCE;;,00
15231510;8903635013525;REIFEN 440 / 80 - 24;168 A8, TL, TOUGH TRAC 325;ALLIANCE;19,00;1 543,21
15235220;7291050047982;REIFEN 445 / 70 R 24;151 G , TL, AS 570;ALLIANCE;4,00;2 731,72
15235226;8903635027591;REIFEN 460 / 70 R 24;159 A8 / 159 B, TL, A 585;ALLIANCE;;,00
15272111;#N/D;REIFEN 10 - 16.5;8 PR, TL, SK-906;ALLIANCE;10,00;363,94
15272125;8903635016236;REIFEN 12 - 16.5;10 PR, TL, SK-903;ALLIANCE;;,00
15272310;8903635015772;REIFEN 10.00 - 20;16 PR, 148 B, TT, 839 (BAGGER);ALLIANCE;72,00;728,40
15272465;8903635002543;REIFEN 16 / 70 - 24;14 PR, 169 A2 / 152 B, TL, EM 326;ALLIANCE;10,00;1 331,78
15272530;8903635000259;REIFEN 15.5 - 25;12 PR, 149 B, TL, EM 308;ALLIANCE;25,00;1 233,06
15272543;8903635000310;REIFEN 17.5 - 25;16 PR, 158 B, TL, EM-PROFIL 318;ALLIANCE;2,00;1 841,88
15272547;8903635017813;REIFEN 17.5 - 25;16 PR, TL, 307;ALLIANCE;1,00;1 533,94
15272548;#N/D;REIFEN 17.5 R 25;182 A2 / 167 B, TL, LDSR 300;GALAXY;8,00;3 043,33
15272574;#N/D;REIFEN 20.5 R 25;193 A2 / 177 B, TL, LDSR 300;GALAXY;4,00;3 950,62
15272581;8903635000341;REIFEN 23.5 - 25;20 PR, 191 A2 / 177 B,  TL, EM 318;ALLIANCE;6,00;4 004,40
15272585;#N/D;REIFEN 23.5 R 25;201 A2 / 185 B, TL, LDSR 300;GALAXY;10,00;6 123,33
15272615;7291050034838;REIFEN 26.5 - 25;24 PR, 185 B, TL, BAGGER/EM 318;ALLIANCE;1,00;6 173,42
15272617;#N/D;REIFEN 26.5 R 25;209 A2 / 192 B, TL, LDSR 300;GALAXY;6,00;7 737,02
15284057;7291050060684;REIFEN 340 / 80 R 24;140 A8 / 135 D, TL, MULTIUSE 550 M+S;ALLIANCE;;,00
15284071;7291050060677;REIFEN 440 / 80 R 24;154 A8 / 149 D, TL, MULTIUSE 550 M+S;ALLIANCE;;,00
15284080;7291050058070;REIFEN 400 / 80 R 28;151 A8 / 146 D, TL, MULTIUSE 550 M+S;ALLIANCE;8,00;2 827,91
15284081;#N/D;REIFEN 400 / 80 R 28;151 A8 / 146 D, TL, MULTIUSE 550, M+S;ALLIANCE;4,00;2 947,22
15284098;7291050057738;REIFEN 480 / 80 R 30;162 A8 / 157 D, TL, MULTIUSE 550 M+S;ALLIANCE;;,00
15284105;7291050058490;REIFEN 440 / 80 R 34;159 A8 / 155 D, TL, MULTIUSE 550 M+S;ALLIANCE;1,00;3 950,95
15284149;#N/D;REIFEN 480 / 80 R 38;166 A8 / 161 D, TL, MULTIUSE 550, M+S;ALLIANCE;2,00;4 929,83
15284150;7291050056625;REIFEN 480 / 80 R 38;166 A8 / 161 D, TL, MULTIUSE 550 M+S;ALLIANCE;6,00;4 797,21
15284160;7291050058506;REIFEN 540 / 80 R 38;172 A8 / 167 D, TL, MULTIUSE 550 M+S;ALLIANCE;1,00;5 884,85
15284911;#N/D;REIFEN 365 / 80 R 20;153 A2 / 141 B, TL, 608;ALLIANCE;4,00;1 924,78
15284920;7291050060912;REIFEN 405 / 70 R 20;155 A2 / 143 B, TL, 608;ALLIANCE;27,00;1 580,25
15284925;7291050062282;REIFEN 455 / 70 R 20;162 A2 / 150 B, TL, 608;ALLIANCE;18,00;2 011,73
15285210;7291050024143;REIFEN 455 / 70 R 24;165 A2 / 154 B, TL, 606;ALLIANCE;4,00;2 592,91
15285253;#N/D;REIFEN 300 / 75 R 18;142 A8 / 142 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;10,00;1 279,61
15285256;8903635020073;REIFEN 340 / 80 R 18;143 A8 / 143 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;;,00
